Gericht,Aktenzeichen,Datum,Art,Rechtsgrundlage,Text,Schlagwort,Urteil,pagination,pagination-href
Bundesverwaltungsgericht,20 F 5.10,10.08.2010,"Beschluss des Fachsenats (""in-camera""-Verfahren)",§ 99 Abs. 2 Verwaltungsgerichtsordnung,"In einem Verfahren um die Offenlegung eines Investitionsvorrangbescheids, der die Veräußerung von Grundstücken betrifft, stellt das Bundesverwaltungsgericht fest, dass es sich bei den von der Behörde geschwärzten Angaben teilweise um Betriebs- und Geschäftsgeheimnisse handelt, die zu Recht nicht offen gelegt wurden. Im Hinblick auf die positive Beurteilung der Bonität des Vorhabenträgers trifft dies jedoch nicht zu, es sei denn, dabei wird auf konkrete wirtschaftliche Umstände oder Zahlen zur Finanzlage Bezug genommen.","Aussonderungen, Betriebs- und Geschäftsgeheimnisse",http://www.lda.brandenburg.de/media_fast/5955/BVerwG_20_F_5_10.pdf,19,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=360
Verwaltungsgericht Minden,7 K 23/10,12.08.2010,Gerichtsbescheid,Informationsfreiheitsgesetz (Bund),"Eine Krankenkasse ist verpflichtet, dem Insolvenzverwalter Auskunft über Zahlungen eines Insolvenzschuldners nach Zeit und Höhe sowie über den Rechtsgrund der Zahlungen zu erteilen. Dabei handelt es sich nicht um wettbewerbserhebliche Daten, deren Herausgabe die wirtschaftliche Leistungserbringung der Krankenkasse beeinträchtigen könnte. Auch steht dem Auskunftsanspruch nicht entgegen, dass der Kläger die Informationen im Wege der Insolvenzanfechtung für die Geltendmachung von Rückzahlungen von Sozialversicherungsleistungen in Anspruch nehmen kann.","Allgemein zugängliche Quelle, Anwendungsbereich/Zuständigkeit, Betriebs- und Geschäftsgeheimnisse, Konkurrierende Rechtsvorschriften",http://www.lda.brandenburg.de/media_fast/5955/VG_Minden_7_K_23_10.pdf,19,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=360
Oberverwaltungsgericht Rheinland-Pfalz,10 A 10076/10,13.08.2010,Urteil,Informationsfreiheitsgesetz (Rheinland-Pfalz),"Das Oberverwaltungsgericht verneint die Verpflichtung der Behörde zur Herausgabe eines Gutachtens zur Verfolgung von vermeintlich im Ausland befindlichen Erotik-Anbietern mit der Begründung, diese könnten sich mittels neuer Verschleierungstaktik dem möglichen aufsichtsbehördlichen Eingreifen entziehen (Abwehr von Gefahren für die öffentliche Sicherheit). Die noch von der Vorinstanz vertretene analoge Anwendung öffentlich-rechtlicher Rundfunkanstalten vom Anwendungsbereich des Landesinformationsfreiheitsgesetzes auf Landesmedienanstalten weist das Gericht jedoch ausdrücklich zurück.","Anwendungsbereich/Zuständigkeit, Gefährdung des Erfolgs behördlicher Maßnahmen, Sicherheitsaspekte",http://www.lda.brandenburg.de/media_fast/5955/OVG_RP_10_A_10076_10.pdf,19,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=360
Verwaltungsgericht Saarland,3 K 228/10,24.08.2010,Urteil,Verbraucherinformationsgesetz,"Auf der Grundlage des Verbraucherinformationsgesetzes durfte das zuständige Landesamt festgestellte Verstöße  einer Bäckerei gegen Hygienevorschriften des Lebensmittel- und Futtermittelgesetzbuchs sowie die im Zusammenhang damit getroffene Maßnahme veröffentlichen. Im vorliegenden Fall befand das Gericht, dass das Informationsinteresse der Verbraucher das Geheimhaltungsinteresse der betroffenen Person überwiegt. Der Fall der Informationszugangsgewährung bei solchen Verstößen stellt den gesetzlich beabsichtigten Regelfall dar.","Drittbetroffenheit, Interessenabwägung, Personenbezogene Daten, Veröffentlichung von Informationen",http://www.lda.brandenburg.de/media_fast/5955/VG_Saarland_3_K_228_10.pdf,19,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=360
Verwaltungsgericht Hamburg,7 K 429/09,27.08.2010,Urteil,Informationsfreiheitsgesetz (Hamburg),"Das Verwaltungsgericht weist die Klage auf Einsicht eines Insolvenzverwalters in die Vollstreckungsakte der von ihm betreuten Insolvenzschuldnerin zurück. Der Ausnahmetatbestand des Informationsfreiheitsgesetzes zum Schutz von Vorgängen der ""Steuererhebung und Steuerfestsetzung"" umfasst die vom Kläger begehrten Informationen, die sich in einer steuerrechtlichen Vollstreckungsakte befinden, auch wenn die ""Vollstreckung"" nicht explizit in der Norm aufgeführt ist. Entscheidend für eine weite Auslegung des Ausnahmetatbestands ist auch der abschließende Charakter des Fehlens einer Informationszugangsregelung in der Abgabenordnung. Es wäre zudem problematisch, sensible Daten aus dem Bereich des Abgabenrechts zunächst auf der Grundlage des ""Jedermann-Rechts"" zugänglich zu machen und dann wieder einer Einzelfallprüfung zu unterwerfen. Diese würde dem umfassenden Schutzbedürfnis nicht gerecht.","(Gesetzliche) Geheimhaltungspflichten, Konkurrierende Rechtsvorschriften, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/VG_Hamburg_7_K_429_09.pdf,18,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=340
Verwaltungsgericht Hamburg,7 K 619/09,27.08.2010,Urteil,Informationsfreiheitsgesetz (Hamburg),"Die Regelungen des Hamburgischen Informationsfreiheitsgesetzes werden durch insolvenz- oder andere zivilrechtliche Auskunftsansprüche nicht verdrängt. Fachgesetzliche Vorschriften gehen nur vor, wenn und soweit sie den Informationszugang abschließend regeln. Zur Berufung auf den Ausnahmetatbestand des Informationsfreiheitsgesetzes zum Schutz laufender Gerichtsverfahren genügt es nicht, wenn allenfalls Nachteile für einen Beteiligten durch die Entscheidung zu befürchten sind.  Die erleichterte Geltendmachung etwaiger Ersatzansprüche im Insolvenzverfahren wird dabei in Kauf genommen. Das Informationsfreiheitsgesetz schützt nicht abstrakt die durch besondere Vorschriften geschützten Geheimnisse, sondern fragt, ob die Information auch der auskunftbegehrenden Person gegenüber geschützt ist. Da sie gegenüber dem Insolvenzverwalter nicht geheimhaltungsbedürftig sind, fallen die begehrten Informationen  nicht unter das Sozialgeheimnis.","Betriebs- und Geschäftsgeheimnisse, Fiskalische Interessen, Interessenabwägung, Konkurrierende Rechtsvorschriften, Personenbezogene Daten",http://www.lda.brandenburg.de/media_fast/5955/VG_Hamburg_7_K_619_09.pdf,19,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=360
Verwaltungsgericht Schwerin,1 A 389/07,27.08.2010,Urteil,Informationsfreiheitsgesetz (Mecklenburg-Vorpommern),"Es besteht ein Anspruch auf Informationszugang zu Rechnungen, die dem Land von Amtshilfe leistenden Bundesländern anlässlich eines Besuchs des Präsidenten der Vereinigten Staaten von Amerika ausgestellt wurden. Zu überlassen sind Kopien sämtlicher Rechnungen einschließlich des dort jeweils ausgewiesenen Gesamtbetrags, aber ohne Belege, Anlagen und Einzelaufstellungen. Die Gesamtbeträge waren zuvor bereits teilweise im Rahmen der Beantwortung einer parlamentarischen Anfrage oder einer Veröffentlichung seitens der Amtshilfe leistenden Länder selbst bekannt geworden. Zu schwärzen sind allerdings sonstige inhaltliche Angaben zu Einzelheiten der Personal- und Sachkosten. Diese Einschränkung begründet das Verwaltungsgericht mit dem Ausnahmetatbestand des Informationsfreiheitsgesetz Mecklenburg-Vorpommern zum Schutz von Angaben und Mitteilung von Behörden, die nicht im Geltungsbereich dieses Gesetzes unterfallen und deren Einverständnis mit der Herausgabe nicht vorliegt.","Beziehungen zum Bund / zu anderen Bundesländern, Fotokopien, Sicherheitsaspekte, Strafverfolgung",http://www.lda.brandenburg.de/media_fast/5955/VG_Schwerin_1_A_389_07.pdf,19,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=360
Verwaltungsgericht Frankfurt am Main,7 L 1957/10.F,30.08.2010,Beschluss,Informationsfreiheitsgesetz (Bund),"Der Kläger begehrte Einsicht in ein Verfahren der Bundesanstalt für Finanzdienstleistungsaufsicht wegen Manipulation einer Aktie durch eine Gesellschaft.  Das Verwaltungsgericht lehnt den Antrag auf Erlass einer einstweiligen Anordnung ab. Eine Eilbedürftigkeit besteht nicht. Außerdem dürfte das Begehren in der Hauptsache keinen Erfolg haben. Der Informationszugang ist ausgeschlossen, da ansonsten nachteilige Auswirkungen auf ein laufendes strafrechtliches Ermittlungsverfahren zu befürchten sind. Außerdem steht der Offenlegung die bereichsspezifische Verschwiegenheitspflicht des Wertpapierhandelsgesetzes entgegen, die den Schutz von Betriebs- und Geschäftsgeheimnissen sowie von personenbezogenen Daten bezweckt.","(Gesetzliche) Geheimhaltungspflichten, Aufsichtsaufgaben, Betriebs- und Geschäftsgeheimnisse, Personenbezogene Daten, Schutz besonderer Verfahren, Strafverfolgung",http://www.lda.brandenburg.de/media_fast/5955/VG_Frankfurt_am_Main_7_L_1957_10_F.pdf,18,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=340
Verwaltungsgerichtshof Baden-Württemberg,10 S 2/10,13.09.2010,Urteil,"Verbraucherinformationsgesetz, Lebensmittel-, Bedarfsgegenstände- und Futtermittelgesetzbuch","Die sachliche Zuständigkeit für die Feststellung von Verstößen gegen das Lebensmittel- und Futtermittelgesetzbuch und die Herausgabe von entsprechenden Verbraucherinformationen liegt bei den Vollzugsbehörden. Informationspflichten nach dem Verbraucherinformationsgesetz gelten grundsätzlich auch für die Chemischen und Veterinäruntersuchungsämter. Die Herausgabe von Informationen über Verstöße durch ein Untersuchungsamt ohne entsprechende vorherige Feststellung durch  die Vollzugsbehörde stellt eine unrichtige Sachbehandlung dar, die zur Kostenfreiheit der erteilten Information führt.",,http://www.lda.brandenburg.de/media_fast/5955/VGH_BW_10_S_2_10.pdf,18,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=340
Verwaltungsgericht Gelsenkirchen,17 K 1616/09,16.09.2010,Urteil,Informationsfreiheitsgesetz (Nordrhein-Westfalen),"Der Anspruch des Insolvenzverwalters auf der Grundlage des Informationsfreiheitsgesetzes Nordrhein-Westfalen besteht gegenüber einem Sozialversicherungsträger auch dann, wenn die Information zum Nachteil des Sozialversicherungsträgers im Rahmen eines zivilrechtlichen Klageverfahrens (Insolvenzanfechtung) verwendet werden soll. Weder schließen das Sozial- noch das Insolvenzrecht einen solchen Anspruch aus dem Informationsfreiheitsgesetz aus.","Betriebs- und Geschäftsgeheimnisse, Konkurrierende Rechtsvorschriften, Schutz besonderer Verfahren",http://www.lda.brandenburg.de/media_fast/5955/VG_Gelsenkirchen_17_K_1616_09.pdf,18,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=340
Verwaltungsgericht Gelsenkirchen,17 K 1274/10,16.09.2010,Urteil,Informationsfreiheitsgesetz (Bund),"Der Anspruch des Insolvenzverwalters besteht gegenüber einem Sozialversicherungsträger auch dann, wenn die Information der Vorbereitung einer Insolvenzanfechtung dient. Um wettbewerbsrelevante Daten, die geeignet wären, die wirtschaftliche Leistungsfähigkeit der Krankenkassen zu beeinträchtigen, geht es dabei nicht. Das Insolvenzrecht schließt Ansprüche des Insolvenzverwalters auf der Grundlage des Informationsfreiheitsgesetzes nicht aus. Der rechtfertigende Grund für die Ungleichbehandlung der Beklagten gegenüber privaten Krankenkassen ist die nach dem Informationsfreiheitsgesetz normierte besondere Pflichtenstellung der öffentlichen Hand mit der Folge, dass etwaige Ersatzansprüche im Insolvenzverfahren gegen die öffentliche Hand unter erleichterten Bedingungen geltend gemacht werden können.","Betriebs- und Geschäftsgeheimnisse, Konkurrierende Rechtsvorschriften, Schutz besonderer Verfahren",http://www.lda.brandenburg.de/media_fast/5955/VG_Gelsenkirchen_17_K_1274_10.pdf,18,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=340
Verwaltungsgericht Gelsenkirchen,17 K 5018/09,16.09.2010,Urteil,Informationsfreiheitsgesetz (Bund),"Der Anspruch des Insolvenzverwalters besteht gegenüber einem Sozialversicherungsträger auch dann, wenn die Information der Vorbereitung einer Insolvenzanfechtung dient. Um wettbewerbsrelevante Daten, die geeignet wären, die wirtschaftliche Leistungsfähigkeit der Krankenkassen zu beeinträchtigen, geht es dabei nicht. Das Insolvenzrecht schließt Ansprüche des Insolvenzverwalters auf der Grundlage des Informationsfreiheitsgesetzes nicht aus. Der rechtfertigende Grund für die Ungleichbehandlung der Beklagten gegenüber privaten Krankenkassen ist die nach dem Informationsfreiheitsgesetz normierte besondere Pflichtenstellung der öffentlichen Hand mit der Folge, dass etwaige Ersatzansprüche im Insolvenzverfahren gegen die öffentliche Hand unter erleichterten Bedingungen geltend gemacht werden können.","Betriebs- und Geschäftsgeheimnisse, Konkurrierende Rechtsvorschriften, Schutz besonderer Verfahren",http://www.lda.brandenburg.de/media_fast/5955/VG_Gelsenkirchen_17_K_5018_09.pdf,18,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=340
Europäischer Gerichtshof,"C-514/07 P, C-528/07 P und C-532/07 P",21.09.2010,Urteil,Verordnung (EG) Nr. 1049/2001 (Transparenzverordnung),"Der Gerichtshof bestätigt die Entscheidung der Kommission, die Herausgabe von Schriftsätzen mit Verweis auf die Ausnahme zum Schutz von Gerichtsverfahren in der Verordnung zu verweigern, die diese beim Gerichtshof und beim Gericht im Rahmen von Gerichtsverfahren eingereicht hatte. Die Kommission kann sich vor Beginn der mündlichen Verhandlung in der anhängigen Rechtssache auf die Vermutung stützen, dass der Zugang zu eingereichten Schriftsätzen und die damit einhergehende Verbreitung den Zielen der Verordnung zuwiderläuft. Sie  kann daher entsprechende Anträge ohne konkrete Prüfung im Einzelfall ablehnen. Man kann nicht annehmen, dass nach Abschluss eines Vertragsverletzungsverfahrens nach Art. 226 EGV bzw. Art. 258 AEUV die Verbreitung von Schriftsätzen weitere Untersuchungstätigkeiten beeinträchtigt. Das Urteil des Gerichts der Europäischen Union vom 12. September 2007 (T-36/04) wird damit teilweise aufgehoben.",Internationale Beziehungen,http://www.lda.brandenburg.de/media_fast/5955/EuGH_C_514_07_P.pdf,18,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=340
Bundesverwaltungsgericht,20 F 20.10,29.09.2010,"Vorlagebeschluss des Fachsenats (""in-camera""-Verfahren)",§ 99 Abs. 2 Verwaltungsgerichtsordnung,"Der Fachsenat fordert das Bundesministerium für Familie, Senioren, Frauen und Gesundheit auf, die von der Sperrerklärung betroffenen Unterlagen vollständig vorzulegen.",,http://www.lda.brandenburg.de/media_fast/5955/BVerwG_20_F_20.10_100929.pdf,18,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=340
Verwaltungsgericht Köln,13 K 676/09,30.09.2010,Urteil,Informationsfreiheitsgesetz (Bund),"Das Verwaltungsgericht verpflichtet das Bundesministerium für wirtschaftliche Entwicklung und Zusammenarbeit zu einer weitgehenden Herausgabe von Berichten über die Prüfung von Zuwendungen an verschiedene Organisationen zur Förderung entwicklungswichtiger Vorhaben. Es stellt fest, dass die Bewilligung von Zuwendungen eine öffentlich-rechtliche Verwaltungstätigkeit darstellt, die zuwendungsrechtliche Erfolgskontrolle im Gegensatz zur Prüfung durch den Bundesrechnungshof keine externe Finanzkontrolle ist,  und die vom Ausnahmetatbestand des Informationsfreiheitsgesetzes zum Schutz von besonderen öffentlichen Belangen als Voraussetzung geforderten ""nachteiligen Auswirkungen"" nicht pauschal,  sondern auf den Einzelfall bezogen darzulegen sind.","Ablehnungsbegründung, Begriffsbestimmung",http://www.lda.brandenburg.de/media_fast/5955/VG_Koeln_13_K_676_09.pdf,18,http://www.lda.brandenburg.de/sixcms/detail.php?template=rechtsprechungsdb_erg_d&sort=datum&order=desc&gerichte_title=&title=&sm[title]=tablescan&sm[vt_db]=fulltext_all&datum_von=&datum_bis=&art2_title=&vt_db=&max=&skip=340
